ID,Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy
8547,Yorkshire Terrier,Small,Male,1.0,61.0,Spayed,Very Active,Home cooked,Special,3.0,No,Yes,No,9.0,1.0,Very Active,2.0,90.0,Yes,Yes
8548,Rottweiler,Large,Male,13.0,49.0,Neutered,None,Hard food,Royal Canin,2.0,Yes,No,No,11.0,1.0,None,1.0,,,Yes
8549,,Small,Female,9.0,46.0,None,Low,Special diet,Pedigree,2.0,No,Yes,No,10.0,0.0,None,4.0,94.0,Yes,No
8550,Beagle,Small,Male,10.0,42.0,None,Very Active,Hard food,Wellness,1.0,No,Yes,No,8.0,1.0,Active,0.0,33.0,Yes,No
8551,Doberman,Large,Female,12.0,75.0,None,Moderate,Hard food,Purina,3.0,No,Yes,No,13.0,2.0,Low,1.0,90.0,Yes,No
8552,Dachshund,Small,Male,8.0,33.0,Spayed,None,Wet food,Wellness,2.0,No,Yes,No,,3.0,None,1.0,64.0,Yes,Yes
8553,Dachshund,Small,Male,13.0,54.0,Spayed,None,Special diet,Wellness,4.0,Yes,Yes,No,9.0,0.0,Low,3.0,100.0,Yes,Yes
8554,Doberman,Large,Male,3.0,19.0,Neutered,Active,Hard food,Purina,4.0,No,No,No,12.0,1.0,Moderate,1.0,63.0,Yes,Yes
8555,Labrador Retriever,Large,Female,10.0,57.0,Neutered,Very Active,Special diet,Wellness,6.0,Yes,No,No,11.0,3.0,Low,2.0,81.0,Yes,Yes
8556,Siberian Husky,Medium,Female,9.0,60.0,Neutered,Moderate,Hard food,Hill's Science,4.0,No,No,No,10.0,0.0,None,4.0,74.0,Yes,Yes
8557,Rottweiler,Large,Female,9.0,64.0,None,Active,Wet food,Purina,1.0,Yes,Yes,No,,1.0,Moderate,4.0,52.0,Yes,No
8558,Dachshund,Small,Female,2.0,46.0,Neutered,None,Special diet,Blue Buffalo,5.0,No,No,No,12.0,1.0,Active,1.0,45.0,Yes,Yes
8559,Bulldog,Medium,Male,1.0,42.0,Neutered,Low,Hard food,Purina,3.0,Yes,Yes,No,13.0,2.0,Very Active,2.0,35.0,Yes,No
8560,,Large,Female,1.0,23.0,None,Moderate,Special diet,Nutro,3.0,Yes,No,No,9.0,2.0,Moderate,2.0,53.0,Yes,No
8561,Boxer,Medium,,2.0,62.0,Spayed,Low,Home cooked,Special,1.0,,Yes,No,11.0,0.0,None,3.0,70.0,Yes,Yes
8562,Boxer,Medium,Male,5.0,35.0,,Active,Special diet,Nutro,1.0,Yes,No,No,10.0,2.0,Active,2.0,60.0,Yes,Yes
8563,German Shepherd,Large,Female,,84.0,Neutered,Active,,Purina,6.0,Yes,Yes,No,14.0,2.0,Active,1.0,55.0,Yes,No
8564,Doberman,Large,Male,11.0,54.0,None,None,Special diet,Blue Buffalo,2.0,No,Yes,No,9.0,1.0,Very Active,2.0,97.0,Yes,No
8565,Beagle,Small,Male,1.0,30.0,Neutered,,Special diet,Hill's Science,4.0,Yes,Yes,No,13.0,1.0,None,0.0,45.0,Yes,Yes
8566,Rottweiler,Large,Female,5.0,46.0,Neutered,None,Home cooked,Special,1.0,No,No,No,11.0,1.0,Moderate,,88.0,Yes,Yes
8567,Poodle,Small,Female,2.0,38.0,None,Very Active,Home cooked,Special,3.0,Yes,Yes,No,13.0,2.0,Active,1.0,78.0,Yes,Yes
8568,German Shepherd,Large,Female,,52.0,Neutered,Active,Hard food,Nutro,2.0,No,Yes,No,8.0,0.0,Active,2.0,61.0,Yes,Yes
8569,Rottweiler,Large,Male,9.0,27.0,Neutered,None,Hard food,Iams,1.0,No,Yes,No,13.0,2.0,Active,2.0,48.0,Yes,No
8570,Bulldog,Medium,Male,4.0,44.0,Neutered,Very Active,Home cooked,Special,3.0,No,No,No,12.0,2.0,Moderate,2.0,67.0,Yes,Yes
8571,Labrador Retriever,Large,Male,8.0,20.0,Spayed,Active,Home cooked,Special,3.0,Yes,No,No,14.0,,Low,2.0,100.0,Yes,Yes
8572,Australian Shepherd,Medium,Male,5.0,67.0,,Active,Special diet,Purina,1.0,Yes,Yes,No,12.0,3.0,Low,2.0,72.0,Yes,Yes
8573,Bulldog,,Male,5.0,63.0,Neutered,Active,Wet food,Wellness,1.0,No,No,No,14.0,2.0,Moderate,2.0,56.0,Yes,Yes
8574,Australian Shepherd,Medium,Female,11.0,40.0,Spayed,Moderate,Special diet,Royal Canin,3.0,No,No,No,11.0,2.0,Low,2.0,49.0,Yes,Yes
8575,Poodle,Small,,2.0,68.0,None,Low,Special diet,Purina,2.0,No,No,No,12.0,1.0,Moderate,3.0,52.0,Yes,Yes
8576,Chihuahua,Small,Female,3.0,60.0,None,Moderate,Hard food,Purina,0.0,Yes,No,Yes,11.0,2.0,Moderate,2.0,80.0,Yes,No
8577,Golden Retriever,Large,Male,3.0,61.0,Spayed,Very Active,Wet food,Blue Buffalo,2.0,No,No,No,12.0,2.0,Moderate,1.0,58.0,Yes,Yes
8578,Yorkshire Terrier,,Female,2.0,54.0,Spayed,Very Active,Home cooked,Special,2.0,No,Yes,No,12.0,2.0,None,2.0,32.0,Yes,Yes
8579,German Shepherd,Large,Female,4.0,25.0,None,Low,Hard food,Iams,3.0,Yes,Yes,No,12.0,1.0,None,1.0,70.0,Yes,No
8580,Chihuahua,Small,Male,,64.0,None,Very Active,Special diet,Royal Canin,4.0,Yes,No,No,14.0,1.0,None,1.0,61.0,Yes,Yes
8581,Siberian Husky,Medium,,9.0,65.0,Neutered,Active,Wet food,Blue Buffalo,2.0,No,Yes,No,12.0,2.0,Moderate,1.0,56.0,Yes,Yes
8582,Rottweiler,Large,,12.0,29.0,Neutered,Moderate,Home cooked,Special,2.0,No,No,No,13.0,0.0,Low,1.0,54.0,Yes,Yes
8583,Bulldog,Medium,Male,11.0,,None,Very Active,Special diet,Pedigree,3.0,No,Yes,No,11.0,3.0,Very Active,0.0,64.0,Yes,No
8584,Golden Retriever,,Female,9.0,37.0,None,Moderate,,Nutro,2.0,Yes,No,No,13.0,1.0,None,2.0,50.0,Yes,No
8585,Poodle,Small,Male,7.0,63.0,None,Very Active,Home cooked,Special,2.0,No,Yes,No,11.0,2.0,Very Active,3.0,59.0,Yes,Yes
8586,Beagle,Small,Male,5.0,83.0,Neutered,Low,Hard food,Pedigree,2.0,No,No,No,13.0,0.0,Very Active,3.0,55.0,Yes,Yes
8587,Golden Retriever,Large,Female,,66.0,Neutered,Moderate,Wet food,Purina,2.0,Yes,No,No,11.0,1.0,Active,2.0,59.0,Yes,Yes
8588,Australian Shepherd,Medium,Female,4.0,55.0,Spayed,Moderate,Wet food,Purina,2.0,Yes,Yes,No,14.0,1.0,None,1.0,38.0,Yes,Yes
8589,Labrador Retriever,Large,Female,11.0,50.0,Spayed,None,Special diet,Purina,2.0,No,No,No,13.0,2.0,Active,2.0,67.0,Yes,Yes
8590,Siberian Husky,Medium,Female,4.0,33.0,Neutered,None,Home cooked,Special,1.0,Yes,No,No,8.0,1.0,Moderate,3.0,75.0,Yes,Yes
8591,Australian Shepherd,Medium,Female,13.0,57.0,Spayed,Moderate,Home cooked,Special,2.0,Yes,No,No,10.0,3.0,Low,0.0,83.0,Yes,Yes
8592,Boxer,Medium,Male,10.0,69.0,Neutered,Active,Special diet,Nutro,,No,Yes,No,12.0,1.0,Moderate,1.0,59.0,Yes,Yes
8593,Siberian Husky,Medium,Male,7.0,67.0,None,Moderate,Special diet,Royal Canin,2.0,No,Yes,No,14.0,0.0,Moderate,1.0,75.0,Yes,Yes
8594,Boxer,Medium,Female,13.0,59.0,Spayed,Active,Special diet,Purina,4.0,Yes,No,No,9.0,1.0,Active,1.0,69.0,Yes,Yes
8595,Poodle,Small,Female,8.0,44.0,Neutered,Active,Hard food,Royal Canin,4.0,Yes,No,No,13.0,2.0,Active,2.0,75.0,Yes,Yes
8596,Rottweiler,Large,Male,6.0,62.0,None,Active,Special diet,Blue Buffalo,1.0,No,No,No,12.0,1.0,,0.0,,Yes,Yes
8597,Poodle,Small,Male,2.0,27.0,Spayed,Active,Hard food,Blue Buffalo,5.0,Yes,No,No,9.0,0.0,None,4.0,34.0,Yes,Yes
8598,Beagle,Small,Male,12.0,82.0,Spayed,None,Home cooked,Special,3.0,Yes,No,No,,2.0,Moderate,3.0,60.0,Yes,Yes
8599,Golden Retriever,Large,Female,8.0,66.0,None,Low,Special diet,Iams,2.0,No,No,No,12.0,0.0,None,2.0,59.0,Yes,
8600,Great Dane,Large,Female,4.0,70.0,None,None,Wet food,Iams,4.0,Yes,No,No,11.0,1.0,Active,1.0,71.0,Yes,Yes
8601,Doberman,Large,Female,4.0,52.0,Spayed,None,Wet food,Hill's Science,0.0,Yes,Yes,No,12.0,1.0,None,0.0,66.0,Yes,No
8602,Dachshund,Small,Male,1.0,65.0,Spayed,None,Hard food,Iams,4.0,Yes,No,No,11.0,2.0,Very Active,2.0,65.0,Yes,Yes
8603,Poodle,Small,Female,6.0,44.0,None,None,Hard food,Nutro,4.0,No,No,No,12.0,1.0,Low,3.0,67.0,Yes,Yes
8604,Poodle,Small,Male,9.0,58.0,Spayed,Active,Hard food,Royal Canin,1.0,No,No,No,10.0,1.0,Very Active,3.0,87.0,Yes,Yes
8605,Yorkshire Terrier,Small,Male,9.0,48.0,Neutered,None,Hard food,Pedigree,4.0,No,No,No,11.0,2.0,Low,,75.0,Yes,Yes
8606,Australian Shepherd,Medium,Male,12.0,55.0,Spayed,None,Wet food,Wellness,2.0,No,No,No,12.0,2.0,None,1.0,61.0,,Yes
8607,Rottweiler,Large,Female,7.0,43.0,,Very Active,Home cooked,Special,1.0,Yes,Yes,No,13.0,3.0,Active,2.0,52.0,Yes,Yes
8608,,Large,Female,10.0,21.0,None,Low,Wet food,,3.0,Yes,Yes,No,12.0,1.0,None,2.0,61.0,Yes,No
8609,Chihuahua,Small,Male,10.0,65.0,Neutered,Active,Hard food,Hill's Science,2.0,No,No,No,10.0,2.0,Low,0.0,89.0,Yes,Yes
8610,Siberian Husky,Medium,Male,6.0,62.0,Spayed,Very Active,Home cooked,Special,,No,Yes,No,,3.0,Very Active,0.0,31.0,Yes,Yes
8611,Labrador Retriever,,Female,13.0,30.0,None,Active,Wet food,Pedigree,0.0,No,No,No,8.0,2.0,Very Active,3.0,79.0,Yes,Yes
8612,Golden Retriever,Large,Female,2.0,85.0,Neutered,Active,Special diet,Purina,1.0,Yes,Yes,No,12.0,0.0,Very Active,3.0,57.0,Yes,Yes
8613,Golden Retriever,Large,Female,8.0,41.0,Neutered,Very Active,Home cooked,Special,1.0,No,No,No,12.0,1.0,Low,0.0,32.0,Yes,Yes
8614,Golden Retriever,Large,Female,10.0,60.0,Spayed,Active,Special diet,Blue Buffalo,4.0,Yes,Yes,No,10.0,3.0,Low,,64.0,Yes,Yes
8615,Dachshund,Small,Male,10.0,69.0,Neutered,Active,Wet food,Wellness,3.0,No,Yes,No,12.0,,Moderate,1.0,62.0,Yes,Yes
8616,Rottweiler,Large,Male,10.0,35.0,Spayed,Moderate,Wet food,Purina,5.0,No,No,No,10.0,4.0,Low,2.0,68.0,Yes,Yes
8617,German Shepherd,Large,Male,10.0,35.0,Spayed,None,Home cooked,Special,0.0,No,No,No,10.0,1.0,Low,1.0,90.0,Yes,Yes
8618,Great Dane,Large,Female,5.0,60.0,None,Very Active,Wet food,Hill's Science,2.0,Yes,Yes,No,12.0,1.0,Very Active,3.0,33.0,Yes,Yes
8619,Australian Shepherd,Medium,Male,10.0,51.0,None,Very Active,Hard food,Royal Canin,3.0,No,No,No,10.0,3.0,Moderate,1.0,58.0,Yes,Yes
8620,Golden Retriever,Large,Female,2.0,49.0,Spayed,Low,Hard food,Iams,3.0,Yes,No,No,12.0,0.0,Low,3.0,74.0,Yes,Yes
8621,Rottweiler,Large,Female,3.0,40.0,Spayed,Low,Home cooked,Special,3.0,No,Yes,No,10.0,0.0,Low,1.0,76.0,Yes,Yes
8622,Chihuahua,Small,Female,9.0,76.0,,None,Hard food,Wellness,2.0,No,No,No,12.0,1.0,Active,4.0,63.0,Yes,Yes
8623,Yorkshire Terrier,Small,Female,9.0,65.0,Spayed,None,Wet food,Blue Buffalo,4.0,No,Yes,,10.0,2.0,None,2.0,63.0,Yes,No
8624,Yorkshire Terrier,Small,Male,2.0,55.0,Spayed,Low,Wet food,Wellness,2.0,No,Yes,No,10.0,0.0,None,1.0,63.0,Yes,Yes
8625,Golden Retriever,Large,Male,9.0,66.0,Spayed,None,Home cooked,Special,3.0,Yes,Yes,No,12.0,3.0,Active,2.0,67.0,Yes,Yes
8626,,Medium,Male,6.0,48.0,None,Low,Home cooked,Special,4.0,No,Yes,No,11.0,2.0,Low,3.0,49.0,Yes,Yes
8627,Chihuahua,Small,Male,9.0,77.0,None,Active,Home cooked,Special,2.0,No,No,No,13.0,1.0,Very Active,1.0,67.0,Yes,Yes
8628,Poodle,Small,Male,3.0,35.0,None,Active,Special diet,Purina,3.0,Yes,Yes,No,14.0,0.0,Very Active,1.0,63.0,Yes,Yes
8629,Beagle,Small,Male,2.0,45.0,Neutered,Moderate,Wet food,Purina,4.0,Yes,No,No,11.0,1.0,Very Active,0.0,77.0,Yes,Yes
8630,Dachshund,Small,Male,10.0,60.0,Neutered,Very Active,Home cooked,Special,4.0,No,Yes,No,11.0,2.0,None,0.0,77.0,Yes,Yes
8631,Great Dane,Large,Male,11.0,39.0,None,,Hard food,Blue Buffalo,3.0,No,No,No,13.0,2.0,Moderate,1.0,77.0,Yes,Yes
8632,Golden Retriever,Large,Female,10.0,41.0,Neutered,Active,Wet food,Iams,2.0,Yes,No,No,11.0,2.0,None,4.0,65.0,Yes,Yes
8633,Beagle,Small,Male,2.0,10.0,Neutered,,Hard food,Wellness,1.0,Yes,Yes,No,11.0,1.0,None,1.0,78.0,Yes,Yes
8634,Dachshund,Small,Female,10.0,67.0,Spayed,Active,Home cooked,,2.0,No,Yes,,12.0,2.0,Moderate,4.0,75.0,Yes,Yes
8635,Golden Retriever,Large,Male,11.0,47.0,Neutered,None,Home cooked,Special,1.0,No,No,No,11.0,2.0,Low,0.0,73.0,Yes,Yes
8636,Golden Retriever,Large,Female,6.0,43.0,None,Very Active,Home cooked,Special,4.0,No,No,No,11.0,0.0,Moderate,1.0,100.0,,Yes
8637,Bulldog,Medium,Female,11.0,57.0,Neutered,Active,Special diet,Wellness,2.0,Yes,Yes,No,10.0,2.0,Active,0.0,46.0,Yes,Yes
8638,Yorkshire Terrier,Small,Male,2.0,55.0,Spayed,Active,Wet food,Hill's Science,1.0,Yes,Yes,No,12.0,3.0,Active,2.0,78.0,Yes,Yes
8639,Siberian Husky,Medium,Female,9.0,43.0,,Active,Special diet,Royal Canin,1.0,No,Yes,No,12.0,2.0,,1.0,49.0,Yes,Yes
8640,,Large,Female,4.0,38.0,Spayed,Low,Hard food,Royal Canin,3.0,Yes,No,No,13.0,2.0,None,3.0,83.0,Yes,Yes
8641,Australian Shepherd,Medium,Female,13.0,25.0,None,Active,Hard food,Wellness,2.0,No,No,No,10.0,1.0,Low,,57.0,Yes,Yes
8642,Doberman,Large,Male,8.0,40.0,Spayed,Very Active,Hard food,Purina,2.0,No,Yes,No,12.0,2.0,Active,3.0,89.0,Yes,Yes
8643,Australian Shepherd,Medium,Female,12.0,22.0,None,None,Wet food,Blue Buffalo,3.0,No,Yes,No,11.0,3.0,Active,1.0,73.0,Yes,No
8644,Golden Retriever,Large,Female,9.0,47.0,Spayed,Low,Special diet,Hill's Science,2.0,Yes,Yes,No,11.0,2.0,Active,2.0,75.0,Yes,Yes
8645,Labrador Retriever,Large,Male,13.0,76.0,Neutered,Active,Hard food,Pedigree,3.0,Yes,No,No,13.0,4.0,Low,3.0,51.0,Yes,Yes
8646,Yorkshire Terrier,Small,Male,3.0,59.0,Neutered,Moderate,Wet food,Nutro,6.0,Yes,No,No,14.0,1.0,None,1.0,91.0,Yes,Yes
8647,Yorkshire Terrier,Small,Female,7.0,79.0,Neutered,Moderate,Hard food,Nutro,2.0,No,Yes,No,11.0,2.0,Low,2.0,62.0,Yes,Yes
8648,Boxer,Medium,Female,6.0,66.0,Neutered,Active,Hard food,Blue Buffalo,5.0,Yes,Yes,No,9.0,0.0,Moderate,1.0,,Yes,Yes
8649,Bulldog,Medium,Female,13.0,84.0,None,Moderate,Hard food,Iams,1.0,Yes,Yes,No,12.0,2.0,Very Active,1.0,61.0,Yes,No
8650,Chihuahua,Small,Female,3.0,52.0,Spayed,Active,Special diet,Nutro,1.0,No,Yes,No,11.0,2.0,Very Active,2.0,65.0,Yes,Yes
8651,Yorkshire Terrier,Small,Female,1.0,45.0,Neutered,Low,Wet food,Royal Canin,2.0,Yes,Yes,No,12.0,0.0,Active,0.0,81.0,Yes,No
8652,Great Dane,Large,Male,5.0,59.0,None,None,Home cooked,,3.0,Yes,Yes,Yes,11.0,0.0,,0.0,,,No
8653,Doberman,Large,Female,9.0,62.0,Spayed,Active,Hard food,Iams,5.0,No,Yes,No,12.0,1.0,Active,1.0,53.0,Yes,Yes
8654,Chihuahua,Small,Male,6.0,51.0,None,None,Home cooked,Special,1.0,Yes,Yes,Yes,12.0,1.0,Active,1.0,30.0,Yes,No
8655,Doberman,Large,Male,13.0,54.0,Spayed,Low,Wet food,Iams,0.0,,Yes,No,12.0,1.0,Very Active,1.0,61.0,Yes,No
8656,Doberman,Large,Male,13.0,49.0,None,Very Active,Home cooked,Special,4.0,Yes,Yes,No,12.0,3.0,Low,2.0,52.0,Yes,Yes
8657,Australian Shepherd,Medium,Male,2.0,51.0,Neutered,Moderate,Wet food,Royal Canin,1.0,No,No,No,12.0,3.0,Moderate,1.0,55.0,Yes,Yes
8658,German Shepherd,Large,Male,1.0,47.0,None,Active,Hard food,Hill's Science,4.0,No,No,No,10.0,2.0,Very Active,1.0,,Yes,Yes
8659,Australian Shepherd,Medium,Male,10.0,56.0,None,None,Hard food,Wellness,3.0,No,No,No,12.0,0.0,Very Active,1.0,70.0,Yes,No
8660,Yorkshire Terrier,Small,Male,4.0,47.0,None,Active,Hard food,Iams,2.0,Yes,Yes,,,1.0,Active,1.0,81.0,Yes,
8661,Chihuahua,Small,Female,3.0,41.0,Neutered,Low,Wet food,Purina,2.0,No,No,No,12.0,0.0,Low,,64.0,,Yes
8662,Boxer,Medium,Male,12.0,34.0,None,None,Hard food,Royal Canin,5.0,Yes,Yes,No,9.0,2.0,Very Active,2.0,36.0,Yes,No
8663,Beagle,Small,Male,3.0,57.0,Spayed,Low,Wet food,Purina,2.0,Yes,No,No,12.0,1.0,None,1.0,73.0,Yes,Yes
8664,Great Dane,Large,Female,9.0,36.0,Neutered,Active,Home cooked,Special,1.0,No,Yes,No,11.0,1.0,Very Active,0.0,,Yes,Yes
8665,Boxer,Medium,Male,12.0,51.0,Neutered,Low,Wet food,Wellness,3.0,Yes,No,Yes,8.0,0.0,Moderate,2.0,76.0,,No
8666,Siberian Husky,Medium,Female,3.0,51.0,Neutered,Active,Special diet,Iams,5.0,No,No,No,10.0,1.0,None,1.0,74.0,Yes,Yes
8667,Dachshund,Small,Female,9.0,65.0,None,None,Hard food,Hill's Science,4.0,No,Yes,No,10.0,2.0,Low,2.0,67.0,Yes,No
8668,Australian Shepherd,Medium,Female,10.0,54.0,None,Very Active,Wet food,Royal Canin,4.0,Yes,Yes,No,10.0,1.0,None,3.0,64.0,Yes,No
8669,Beagle,Small,Female,13.0,34.0,Spayed,Low,Hard food,Nutro,4.0,Yes,No,No,14.0,2.0,None,3.0,65.0,Yes,Yes
8670,Australian Shepherd,Medium,,5.0,47.0,Spayed,Very Active,Wet food,Iams,2.0,Yes,Yes,No,,2.0,Moderate,3.0,58.0,Yes,Yes
8671,Bulldog,Medium,Male,10.0,80.0,Neutered,Moderate,Home cooked,Special,4.0,No,No,No,12.0,2.0,Low,3.0,73.0,Yes,Yes
8672,Doberman,Large,Female,7.0,85.0,None,Moderate,Wet food,Blue Buffalo,4.0,No,No,No,12.0,2.0,Very Active,2.0,63.0,Yes,No
8673,Chihuahua,Small,Male,7.0,68.0,Spayed,Very Active,Home cooked,Special,4.0,Yes,Yes,No,12.0,2.0,Very Active,4.0,74.0,Yes,Yes
8674,Beagle,Small,Male,6.0,17.0,Neutered,,Wet food,Purina,1.0,Yes,Yes,No,10.0,0.0,Active,1.0,90.0,Yes,No
8675,German Shepherd,Large,Male,9.0,61.0,None,None,Special diet,Royal Canin,2.0,No,No,No,11.0,1.0,Low,0.0,95.0,Yes,No
8676,Golden Retriever,Large,Female,6.0,38.0,Spayed,None,Hard food,Blue Buffalo,1.0,Yes,No,No,10.0,2.0,Active,1.0,56.0,Yes,Yes
8677,Dachshund,Small,Male,8.0,43.0,Neutered,Active,Hard food,Iams,,Yes,No,No,11.0,1.0,Active,0.0,58.0,Yes,Yes
8678,Boxer,Medium,Male,7.0,47.0,Spayed,None,Hard food,Blue Buffalo,4.0,Yes,No,No,10.0,,Very Active,2.0,88.0,Yes,Yes
8679,,Small,Female,12.0,34.0,Spayed,Very Active,Home cooked,Special,5.0,No,No,No,13.0,2.0,Low,1.0,75.0,Yes,Yes
8680,Golden Retriever,,Male,10.0,72.0,Neutered,Moderate,Hard food,Wellness,3.0,Yes,Yes,No,11.0,1.0,Moderate,2.0,82.0,Yes,No
8681,,Medium,Male,2.0,67.0,None,None,Home cooked,Special,5.0,Yes,Yes,No,12.0,1.0,Very Active,0.0,90.0,Yes,No
8682,Great Dane,Large,Female,1.0,41.0,Spayed,Moderate,Wet food,Iams,3.0,Yes,Yes,No,10.0,2.0,None,0.0,47.0,Yes,
8683,Rottweiler,Large,Female,11.0,59.0,Spayed,Moderate,Hard food,Wellness,4.0,Yes,Yes,No,11.0,2.0,Very Active,2.0,87.0,Yes,No
8684,Golden Retriever,Large,Female,2.0,54.0,Spayed,Low,Home cooked,Special,4.0,Yes,No,No,11.0,2.0,Active,1.0,74.0,Yes,Yes
8685,Dachshund,Small,Female,1.0,63.0,None,Active,Special diet,Wellness,2.0,Yes,No,No,13.0,1.0,Very Active,0.0,61.0,Yes,Yes
8686,Siberian Husky,Medium,Male,4.0,45.0,Neutered,None,Special diet,,3.0,Yes,,No,12.0,3.0,Active,3.0,61.0,Yes,Yes
8687,Poodle,Small,Female,,51.0,Spayed,Moderate,Hard food,Pedigree,2.0,Yes,Yes,No,11.0,1.0,Moderate,1.0,70.0,Yes,Yes
8688,Chihuahua,Small,,2.0,49.0,Spayed,None,Wet food,Pedigree,0.0,Yes,Yes,No,12.0,3.0,Active,2.0,41.0,Yes,Yes
8689,Chihuahua,,Male,9.0,43.0,None,None,Special diet,,2.0,No,Yes,No,12.0,1.0,None,1.0,60.0,Yes,No
8690,Poodle,Small,Male,11.0,48.0,,Very Active,Wet food,Blue Buffalo,2.0,No,No,No,9.0,2.0,Very Active,3.0,30.0,Yes,Yes
8691,Chihuahua,Small,Male,10.0,39.0,Neutered,Active,Wet food,Wellness,1.0,No,No,No,12.0,1.0,Active,2.0,69.0,Yes,Yes
8692,Boxer,Medium,Female,3.0,71.0,Spayed,Active,Special diet,Pedigree,5.0,No,Yes,No,13.0,3.0,Low,0.0,85.0,Yes,Yes
8693,Yorkshire Terrier,Small,Female,4.0,40.0,Spayed,Active,Home cooked,Special,4.0,Yes,No,No,14.0,3.0,None,0.0,50.0,Yes,Yes
8694,Australian Shepherd,Medium,Male,,71.0,Neutered,None,Home cooked,Special,2.0,Yes,Yes,No,11.0,3.0,Active,1.0,85.0,Yes,Yes
8695,Dachshund,Small,Female,13.0,52.0,None,Moderate,Home cooked,Special,2.0,Yes,No,No,11.0,1.0,Low,1.0,64.0,Yes,Yes
8696,Golden Retriever,Large,Male,7.0,38.0,None,Low,Home cooked,Special,3.0,Yes,Yes,No,13.0,1.0,None,2.0,84.0,Yes,Yes
8697,Rottweiler,Large,Female,7.0,33.0,None,Active,Wet food,Pedigree,2.0,Yes,Yes,No,10.0,0.0,Very Active,2.0,49.0,Yes,Yes
8698,Bulldog,Medium,Female,8.0,,Spayed,None,Hard food,,2.0,No,Yes,No,12.0,3.0,Moderate,1.0,65.0,,No
8699,Yorkshire Terrier,,Female,1.0,74.0,None,Very Active,Home cooked,Special,2.0,Yes,Yes,No,11.0,1.0,None,3.0,97.0,Yes,Yes
8700,Siberian Husky,,Male,1.0,33.0,Spayed,None,Wet food,Iams,3.0,No,Yes,No,11.0,1.0,None,1.0,65.0,Yes,No
8701,Chihuahua,Small,Female,4.0,83.0,None,None,Wet food,Purina,4.0,Yes,,No,12.0,1.0,Moderate,0.0,54.0,Yes,No
8702,,Medium,Female,3.0,62.0,None,Low,Wet food,Blue Buffalo,3.0,No,No,No,8.0,3.0,Low,1.0,100.0,Yes,Yes
8703,Beagle,Small,Male,6.0,37.0,None,None,Special diet,Royal Canin,2.0,Yes,Yes,No,13.0,2.0,Moderate,2.0,32.0,Yes,Yes
8704,Great Dane,Large,Male,1.0,51.0,Spayed,Active,Home cooked,Special,3.0,No,Yes,No,10.0,1.0,None,2.0,56.0,Yes,Yes
8705,Siberian Husky,Medium,Female,11.0,62.0,Spayed,Moderate,Wet food,Blue Buffalo,3.0,No,Yes,No,13.0,2.0,Very Active,2.0,43.0,Yes,No
8706,Yorkshire Terrier,Small,Female,2.0,57.0,Spayed,Moderate,Wet food,Purina,0.0,No,No,No,14.0,2.0,Active,2.0,93.0,Yes,Yes
8707,Dachshund,Small,Female,12.0,62.0,Neutered,None,Hard food,Purina,4.0,No,No,No,13.0,3.0,Moderate,0.0,55.0,Yes,No
8708,Yorkshire Terrier,Small,Male,4.0,70.0,Neutered,None,Special diet,Pedigree,3.0,Yes,No,,12.0,1.0,Low,1.0,61.0,Yes,Yes
8709,Dachshund,Small,Male,7.0,42.0,Spayed,Active,Special diet,Hill's Science,2.0,No,Yes,No,9.0,0.0,Low,1.0,70.0,Yes,Yes
8710,Bulldog,Medium,Male,5.0,56.0,None,Very Active,Hard food,Pedigree,4.0,Yes,No,No,9.0,2.0,Very Active,0.0,62.0,Yes,Yes
8711,Golden Retriever,Large,Female,6.0,59.0,Neutered,Very Active,Hard food,Blue Buffalo,3.0,Yes,No,No,9.0,3.0,None,0.0,72.0,Yes,Yes
8712,Bulldog,Medium,Female,7.0,56.0,None,Active,Special diet,Wellness,2.0,No,Yes,No,12.0,2.0,Low,1.0,78.0,Yes,Yes
8713,,Large,,7.0,68.0,None,None,Wet food,Royal Canin,2.0,Yes,Yes,No,9.0,2.0,Low,1.0,45.0,Yes,No
8714,Siberian Husky,Medium,Male,4.0,65.0,Neutered,None,Hard food,Nutro,5.0,Yes,No,No,10.0,1.0,Active,1.0,53.0,,Yes
8715,Yorkshire Terrier,Small,Male,6.0,40.0,None,Low,Wet food,Iams,2.0,Yes,Yes,Yes,10.0,2.0,Very Active,1.0,68.0,Yes,No
8716,Poodle,Small,Female,4.0,,None,Active,Hard food,Wellness,4.0,No,Yes,No,13.0,1.0,Moderate,0.0,90.0,Yes,No
8717,Labrador Retriever,Large,Female,1.0,34.0,Spayed,Active,Wet food,Nutro,4.0,No,No,No,11.0,1.0,Moderate,2.0,,Yes,Yes
8718,Siberian Husky,Medium,Female,11.0,20.0,None,Moderate,Hard food,Hill's Science,0.0,Yes,No,No,13.0,,Very Active,2.0,81.0,Yes,No
8719,Great Dane,Large,Male,12.0,63.0,None,Very Active,Hard food,Iams,0.0,No,No,No,10.0,3.0,None,0.0,82.0,,No
8720,Beagle,Small,Male,8.0,49.0,Spayed,None,Wet food,Royal Canin,3.0,Yes,Yes,No,13.0,1.0,Moderate,1.0,52.0,Yes,Yes
